severity,db_floor,total,repetition,syntactic,content,total_ref_words
silence_25pct,-40.0,0.018219037871033777,0.00020470829068577277,0.008393039918116683,0.00962128966223132,4885
silence_50pct,-40.0,0.018014329580348005,0.0,0.008597748208802457,0.009416581371545548,4885
silence_75pct,-40.0,0.01862845445240532,0.00020470829068577277,0.008597748208802457,0.009825997952917094,4885
silence_25pct,-35.0,0.019447287615148412,0.00020470829068577277,0.008393039918116683,0.010849539406345957,4885
silence_50pct,-35.0,0.018014329580348005,0.0,0.007983623336745137,0.010030706243602866,4885
silence_75pct,-35.0,0.02067553735926305,0.00020470829068577277,0.010849539406345957,0.00962128966223132,4885
silence_25pct,-30.0,0.01699078812691914,0.00020470829068577277,0.008393039918116683,0.008393039918116683,4885
silence_50pct,-30.0,0.02006141248720573,0.0008188331627430911,0.008802456499488229,0.010440122824974411,4885
silence_75pct,-30.0,0.016786079836233366,0.00040941658137154553,0.008188331627430911,0.008188331627430911,4885
